Origine,Destination,Temps Execution Dijkstra (en ms), Nb Sommets, Temps CPU A* (en ms), Nb Sommets
267186,329852,309.75278,37606,462.0313,3418
625155,580421,235.91138,27725,359.6007,5786
45523,72086,908.84515,87062,624.15027,27704
648798,375275,122.919304,13404,319.57834,1390
585065,211702,310.29233,38957,491.39853,7031
440668,301409,228.29861,16768,343.39365,3358
286113,281484,737.7964,91624,601.25555,21460
369000,22744,319.71317,38672,340.54987,3622
58668,505942,302.20026,13837,380.80582,3519
100455,26088,46.925713,4312,308.10718,609
351985,599811,332.96448,39392,464.398,4464
661629,352629,260.81024,22427,351.12805,2990
374758,325309,297.7859,36785,455.2799,3256
618766,324685,735.3223,90348,615.3603,26402
661305,347894,654.7238,76382,644.81067,25769
652319,84941,158.84457,18139,330.5892,1709
29662,601219,721.3923,71543,383.0076,11246
139666,641194,245.35184,28918,325.21606,3477
8668,410561,876.48517,90833,535.0737,30836
96236,214834,630.69867,55641,382.01205,10267
356976,507783,309.66608,19690,332.42804,4138
515292,235630,212.38568,25211,326.40366,3509
129218,372948,843.4336,82664,328.82138,5412
199110,435188,338.79236,27201,359.76935,7082
227813,108614,936.4889,95957,578.7802,34666
364013,487110,194.05077,23318,331.2947,3933
107502,357278,584.5915,58543,385.54385,7745
588211,607231,545.957,41132,379.19415,5562
61977,650333,811.6652,59472,393.88593,5499
595301,380531,301.1838,26662,334.5159,1463
400271,164510,440.10077,32671,333.63968,4736
224999,484590,508.38156,42330,334.32504,4808
92663,27213,730.4517,72665,457.23267,19140
572710,622798,280.144,33953,340.26868,4545
308894,268773,412.98746,52033,334.1965,4256
70302,202625,355.2259,40481,374.0375,7639
425674,411031,182.3758,21866,319.083,2087
71210,443351,537.60266,65938,547.383,20588
103806,105963,822.5978,69476,424.17694,12475
625578,79721,205.36758,23302,336.198,1803
544038,441595,607.50104,72701,546.62555,14473
326603,295681,719.85657,67133,582.88354,24946
103734,116696,182.36615,20753,333.03366,1532
380515,132636,932.58594,87564,376.10886,10200
143992,314500,330.27805,37888,342.3173,3356
626772,306133,429.33743,27782,342.6232,4171
75662,270984,383.8616,47816,536.11615,10391
252118,623671,103.34735,11609,320.74155,3244
467593,226486,352.03546,19829,361.80093,6686
441646,487240,523.83453,46667,318.83603,3746
15088,93883,468.28543,56493,390.38138,13037
433850,202217,372.82935,22717,387.27234,2818
12023,147589,666.01215,80661,397.8781,9787
124060,610941,507.17905,59366,328.3561,2843
472770,423087,725.30585,84601,593.28735,23587
345837,46920,376.004,20058,342.319,2475
536418,88610,171.03363,19943,505.52518,3425
151028,331881,226.93723,22555,337.59705,1359
475815,26447,686.92303,72824,475.2568,3489
538245,604047,314.14236,36465,340.87302,3121
569031,65430,166.17169,18504,350.83096,5505
380549,598804,412.1197,26210,5945.628,648389
497124,93987,409.88193,45437,601.48224,7242
191757,11952,380.06253,42052,393.37762,5966
174120,150172,677.4541,52411,378.61237,11185
598896,171066,412.2872,20443,317.99655,2323
367969,332582,359.66028,23622,336.80173,6132
479577,343421,247.3119,30284,316.19342,3606
371156,57495,805.9259,78060,590.8458,24761
534841,329966,644.282,75105,456.72385,4975
304439,460612,425.7334,54221,573.61206,17641
162366,651899,304.685,36868,365.61072,6331
457443,56196,473.94482,30666,356.9484,6057
560772,541258,544.6424,49117,348.67874,8168
481524,348060,562.4991,46858,364.03,8983
252119,339267,174.85316,21614,487.41702,6197
147925,42299,360.1373,44198,386.79758,9586
156049,427035,465.0224,35050,318.65295,2429
129995,81727,198.44646,24095,303.55118,2040
345807,310718,220.77461,26017,373.62927,4934
495862,18581,872.7633,91786,449.6364,20956
189101,439997,129.20422,15212,296.59167,1144
13500,177776,256.37637,31533,459.356,3083
297736,630540,172.79514,16878,335.43204,1094
555785,388682,292.1763,36024,502.49997,8919
584677,24518,222.21884,22874,348.8267,3024
593972,603388,332.29294,13653,333.00186,1141
87488,188852,578.0272,46332,354.02832,3892
506531,540764,112.36416,12254,315.914,1509
319955,418666,333.09763,41191,570.5509,14573
438399,460566,281.9268,31893,358.19424,2465
543435,402653,417.59317,28850,392.22623,10568
473514,460410,443.708,31625,342.28973,4397
374834,456216,856.33563,79226,352.91016,7937
333814,107981,180.77875,21914,314.1847,1278
250600,466638,343.31396,42866,329.58307,3932
361316,391285,193.80783,23196,379.88132,8949
38268,67193,496.49115,36907,348.72412,6742
3405,40152,537.1386,47412,373.11508,10773
605033,552079,192.5175,23104,334.98456,4341
251070,288695,248.06747,30723,459.24796,2816
521821,478026,226.73413,25347,337.76392,2656
235134,480786,178.35335,22129,480.50552,5527
305250,35118,357.1124,44175,371.2923,8689
146392,331339,352.90485,24572,323.16687,3276
531689,227749,279.48962,34485,336.81964,4560
408985,571628,385.219,27180,304.60913,1866
138897,63198,174.41994,17864,372.56808,5389
226132,155860,140.2435,15994,475.3256,1636
570631,1223,121.5067,13359,339.4111,1939
621067,465572,157.4361,18158,317.1549,1593
497441,283002,768.8023,75502,357.59268,7070
38730,201805,777.20654,69988,347.1395,3326
654417,301865,116.96719,13832,485.22302,855
135066,306988,228.25911,25159,350.7903,3449
124234,8585,397.53308,47510,418.662,13851
583471,530778,239.12706,28650,317.41058,1375
3372,107744,728.98676,66084,6006.6133,648389
568224,160322,903.0784,80372,502.5339,18142
647165,67971,548.0561,46328,408.004,13829
531171,359809,221.05098,26668,354.955,7631
300489,574164,211.09793,25299,339.62756,3881
