Origine,Destination,Temps Execution Dijkstra (en ms), Nb Sommets, Temps CPU A* (en ms), Nb Sommets
394095,646528,3442.1147,333563,931.2717,72106
410071,352969,2332.2693,238638,1094.056,78486
288364,568082,2269.8533,244737,1273.9269,99958
361871,91963,1177.3368,132576,966.97345,61459
460630,335235,1192.7777,123924,784.20245,56068
638274,67122,5456.9604,536562,1795.0643,158896
335203,171465,4366.3164,428211,1511.9952,126548
633992,380313,4109.8145,407003,1154.4055,88298
651055,71931,2060.9783,210836,1169.5583,77951
370392,465305,1352.1897,147329,1451.3485,98312
510095,233426,1993.0776,194974,823.77844,54628
248374,448781,1783.1609,185100,891.7944,66149
165402,43767,1436.0068,152039,609.4693,21030
346343,510094,1983.7673,207899,1043.8848,83081
292954,75524,2741.8962,280580,693.1455,46271
413971,522888,1540.5161,173553,789.17755,44833
