Origine,Destination,Temps Execution Dijkstra (en ms), Nb Sommets, Temps CPU A* (en ms), Nb Sommets
142496,43684,569.8457,44108,527.09735,23777
22860,626826,446.1549,33971,462.45328,16424
404680,409758,184.72418,21545,533.93396,11098
421072,240787,200.01932,22020,386.98734,8541
598581,222016,333.08826,21673,358.50897,7686
456273,632143,323.53247,37102,498.958,8442
326600,585615,685.58655,79525,754.1902,42344
501742,541326,242.1443,19452,417.07886,8566
159729,242205,157.08797,18124,6283.8726,647327
199093,115963,107.17532,11144,581.82526,5136
452720,81608,468.38773,31808,541.92755,17819
436129,32781,399.83917,22185,406.1375,11837
599988,183140,619.88556,71034,693.1119,31767
400803,39117,584.9036,44827,561.2414,19849
267186,329852,376.78156,42866,383.56262,9575
625155,580421,503.3217,57570,642.4136,22636
45523,72086,923.95856,88418,924.66064,56508
648798,375275,113.03955,11820,345.6313,4018
585065,211702,519.8121,41362,487.8684,23022
440668,301409,355.0256,27755,369.85718,8411
286113,281484,957.9637,91730,780.74805,55802
369000,22744,468.1016,31212,379.16446,9372
58668,505942,236.176,14446,362.72113,7258
100455,26088,39.290516,3498,312.9429,1777
351985,599811,419.3307,28915,387.4734,10801
661629,352629,244.60822,18304,360.9205,6667
374758,325309,489.7783,50506,454.48895,12672
618766,324685,1001.06573,98045,967.81305,62378
661305,347894,770.6695,74027,659.3087,40870
652319,84941,183.48608,20768,350.48743,6478
29662,601219,885.57733,75889,774.00586,41565
139666,641194,362.94946,40059,517.8942,9261
8668,410561,941.5811,92578,764.28735,50456
96236,214834,579.2168,52322,500.2569,22951
356976,507783,320.49518,13637,362.95557,4910
515292,235630,202.1423,23187,565.74646,10275
129218,372948,738.466,70252,391.54297,9915
199110,435188,187.40858,21603,380.2859,9663
227813,108614,977.5565,91608,740.2623,43591
364013,487110,190.221,20998,370.5963,8644
107502,357278,852.7799,70855,861.42615,45124
588211,607231,465.83054,53354,609.5916,22109
61977,650333,631.6014,69267,722.8811,34759
595301,380531,384.12057,43441,515.43463,10098
400271,164510,538.6005,38257,466.69415,16223
224999,484590,295.039,33939,344.18683,6346
92663,27213,743.43866,59588,561.1297,30730
572710,622798,327.75903,37937,438.83743,17069
308894,268773,473.7382,55351,534.5274,28273
70302,202625,470.22226,48915,608.3936,26645
425674,411031,242.4329,26235,449.3749,11922
71210,443351,1012.8828,102378,1020.68744,71948
103806,105963,669.19403,52153,599.77106,25845
625578,79721,543.9167,35484,525.83246,15911
544038,441595,701.2556,76318,780.0037,43694
326603,295681,589.51685,67329,717.2567,36348
103734,116696,137.73824,15176,332.45206,3447
380515,132636,899.01666,86490,668.95624,34800
143992,314500,308.3167,32273,415.04294,8638
626772,306133,525.30994,39122,435.51898,15345
75662,270984,587.85986,46598,494.3234,23985
252118,623671,383.67505,22631,371.96555,9421
467593,226486,414.01492,27149,453.0277,17285
441646,487240,534.93994,40646,420.93033,15968
15088,93883,500.16174,55854,555.38074,29877
433850,202217,396.24942,24117,383.64676,9398
12023,147589,744.3343,63900,447.03766,16616
124060,610941,491.23877,55117,550.0633,14705
472770,423087,651.2679,75029,726.48627,36416
345837,46920,310.71747,33086,464.54187,15532
536418,88610,407.54822,23873,375.50397,9865
151028,331881,207.71938,23750,499.63925,4421
475815,26447,535.1919,56930,564.3296,6717
538245,604047,471.2233,51733,615.7962,13749
569031,65430,163.63028,18157,563.35205,9143
380549,598804,160.33612,17235,6865.2017,647328
497124,93987,388.70502,41047,468.5344,12437
191757,11952,502.59918,44087,489.42737,17932
174120,150172,221.71324,23101,368.59167,7048
598896,171066,217.53488,21612,406.64313,11200
367969,332582,423.4632,25030,435.0318,14617
479577,343421,465.2323,22556,346.79126,5594
371156,57495,1004.07733,84436,895.8323,54741
534841,329966,708.24506,74077,618.1813,19710
304439,460612,501.76535,52362,667.34344,23898
162366,651899,384.94614,39657,657.9867,20370
457443,56196,452.35046,50052,622.36743,22008
560772,541258,370.8017,40260,593.7742,16407
481524,348060,542.09064,55215,657.09283,23350
252119,339267,162.09837,17658,379.43124,9440
147925,42299,371.80362,41070,514.9721,18051
156049,427035,364.60834,40211,472.154,11162
129995,81727,349.49823,32496,418.05942,8052
345807,310718,259.28854,28757,437.1472,14488
495862,18581,757.6288,82581,748.6592,39044
189101,439997,180.19214,19216,360.04034,5839
13500,177776,519.3454,30160,336.6573,4629
297736,630540,334.94955,17903,350.3315,5654
555785,388682,271.7141,29680,425.91235,14331
584677,24518,215.8277,23167,409.3902,10525
593972,603388,723.0409,54836,474.2075,16955
87488,188852,519.7042,57557,504.28314,12398
506531,540764,93.06871,8888,344.2644,2997
319955,418666,335.61325,36810,446.6256,17675
438399,460566,387.26904,43165,416.38672,12466
543435,402653,242.36256,27357,434.86523,14239
473514,460410,583.99426,41552,497.55933,19920
374834,456216,976.2711,81406,573.2363,21253
333814,107981,229.26859,24021,365.8498,5131
250600,466638,644.7063,47984,491.51627,21091
361316,391285,496.18985,31262,489.82214,18078
38268,67193,606.28577,40105,475.69934,19437
3405,40152,458.75043,49622,692.37524,32745
605033,552079,202.18582,21867,391.23218,8241
251070,288695,484.42007,31338,378.09668,9155
521821,478026,424.75122,25195,394.0805,10995
235134,480786,524.57025,39378,421.40866,14515
305250,35118,623.7642,46054,467.58453,17404
146392,331339,168.9114,17755,372.85373,7033
531689,227749,523.7875,36081,449.499,15778
408985,571628,467.50107,49424,403.27798,10706
138897,63198,122.77298,13084,384.93658,6778
226132,155860,230.36345,24479,391.89877,7809
570631,1223,306.526,12345,343.55594,5207
621067,465572,195.62561,20259,356.3086,5368
497441,283002,806.6428,83374,813.2715,42826
38730,201805,679.5495,68118,601.3729,11646
654417,301865,87.88047,8346,335.47708,1265
135066,306988,443.82117,26409,404.60004,12163
124234,8585,566.14966,43592,559.26514,22929
583471,530778,411.2218,45904,379.37717,8739
3372,107744,712.733,58347,6277.1206,647328
568224,160322,923.29877,82495,800.37024,46423
647165,67971,525.86346,38874,504.53708,19119
531171,359809,350.2292,30228,453.14288,16850
300489,574164,613.31635,49368,454.01364,17180
