Origine,Destination,Temps Execution Dijkstra (en ms), Nb Sommets, Temps CPU A* (en ms), Nb Sommets
464853,210972,5381.79,595548,1113.8667,91231
251729,623049,4555.9673,543132,1154.4673,99545
246456,174475,3793.4773,450449,1509.6005,130700
601074,219615,5314.3022,607715,1551.13,138354
437366,430650,5795.79,621243,1569.2067,140099
484752,218967,4170.488,492318,1394.167,120242
132014,127182,5185.794,596702,1283.5458,112493
144546,149789,4630.0034,498461,1099.6167,92685
280824,516640,3524.4863,387564,1409.6837,129495
216886,486070,3524.669,422064,1145.2493,93519
152757,180259,4878.0117,582573,1640.9542,149651
586923,80564,4611.7725,510734,1382.8923,123340
255846,534808,5376.4785,609375,1629.7805,154228
302896,660512,3702.5667,393394,1625.2986,149441
407588,199876,4399.86,498976,1354.5671,117314
252539,354915,5627.281,628731,1691.9008,152822
104435,505998,5317.457,605058,1388.0876,122340
228928,96884,4620.088,549781,1274.3739,113738
257986,597328,3058.8357,368548,1610.3392,143889
222470,616197,4315.3364,502366,1291.3547,113362
644302,437985,5362.032,605654,1329.182,122309
582793,357776,3577.4773,432584,1895.688,158396
584753,416576,3675.3162,400853,1458.3666,129708
554548,619431,4410.7925,512018,1117.1366,96040
238432,166567,4665.508,529755,1154.0703,97623
217668,658895,3693.024,429368,1779.2123,163911
93538,163097,5288.539,611796,1548.5641,142098
62218,143487,5607.9053,629276,1231.1407,100222
236220,343469,3648.9927,430318,1244.5259,106171
505094,130426,5270.961,591985,1027.2971,78256
16528,13568,4713.539,524465,1009.7647,72385
327888,315093,4993.4277,546326,1187.8115,101110
517923,581769,5046.051,569510,1189.2373,102845
296303,404430,4307.978,493997,1632.4117,147865
273336,424894,3465.7307,410351,1352.0917,115844
285776,186027,4081.6228,483818,1061.3674,87731
516468,267946,4465.7954,508579,1669.1925,155578
562199,26414,5175.461,603918,1278.0238,108535
476811,7482,3882.1587,421691,1233.625,107342
660349,583253,3502.9727,419242,1964.2139,181510
387264,562086,5937.9775,617461,1363.6498,120844
147530,398937,5465.4585,632260,1504.1364,131539
34904,165820,5053.9663,592617,1617.5317,149990
383431,618102,3919.3699,452515,2256.6428,220794
431864,562161,3801.4802,430327,1361.3313,115909
48987,52295,3943.7893,448641,1586.1293,143214
596178,110014,4680.73,541448,1321.535,116046
570272,105624,3854.4211,468597,1553.3683,141428
18861,170017,3659.0115,402800,1574.9598,145715
88905,89928,5269.9087,568939,1243.8132,107658
377126,215994,4885.7607,559041,1314.9781,115382
618426,43553,5562.657,601464,921.4239,69603
202497,45118,5372.4937,601506,1161.5427,94934
427445,190623,4098.2153,455826,1102.528,90312
562560,488353,3745.4443,437541,1499.7236,136784
101315,207279,4619.689,505963,1602.483,151034
198712,456229,4473.434,492519,1104.0726,90736
598558,111824,3941.7454,462396,1556.1133,141802
488309,615592,3198.6143,336249,1653.1337,134551
155398,178642,3579.2603,414337,1621.0468,148135
494280,49630,4990.2236,587196,1973.9806,192943
75506,562862,4167.847,481212,1201.9954,102206
618455,120484,5469.311,631576,1669.9049,147795
453891,577891,4132.615,483973,1466.1052,129247
191897,103237,5763.6343,648154,1472.5116,132094
451935,122014,5192.892,575465,970.3139,77343
574493,405494,4889.124,516213,1141.5552,90146
175858,329822,4230.2427,467309,1085.3986,90948
658877,367345,5361.8564,627802,1448.4536,130663
274360,233253,4079.6885,456556,1404.1708,125645
658233,207231,4844.9263,533746,1097.3229,87038
395746,483100,3730.01,435967,1846.6711,177101
256107,168739,5075.0977,585141,887.71277,69174
94792,627818,3893.0972,437946,1367.4448,123692
77818,151645,5209.8696,596269,915.79663,67385
574644,381948,4836.2334,542390,1263.6808,108322
633329,164855,5766.397,632343,1765.6924,167192
543066,470984,3604.1511,412206,1361.6936,119333
151056,57448,4554.944,525491,1142.994,90744
258682,51945,3179.9219,345657,1033.3289,83016
26270,438215,3541.091,412566,1423.7921,128312
397013,163005,4004.9272,465410,1719.9052,158750
574382,22020,5152.551,601511,1284.9027,115309
234769,220436,4444.7085,501137,1068.6687,90754
501075,19461,5306.1045,604565,1676.8578,154915
388310,144564,4771.7075,521601,1730.4373,162712
197842,349969,4238.712,481777,1207.3956,99594
441686,524569,4645.305,546814,1119.563,88739
661388,355026,3963.8997,461646,1386.6101,118619
270561,514230,5234.2686,593197,1211.5474,103239
154180,241792,5888.083,641585,1183.5714,101175
312026,658698,4103.459,457846,1667.4882,158523
124161,199683,4606.982,542395,1475.5985,128021
232436,55547,4972.255,531264,1206.3639,96647
25678,287973,3670.0164,424890,1581.9619,144916
327749,403822,4129.178,484310,1354.4829,115323
287358,258893,3891.9082,459468,5955.3647,648389
554858,329746,5406.817,628356,1821.0651,175643
388373,372431,5323.3394,612917,1723.1084,158256
511898,182654,4904.6963,555174,1216.8857,102503
476457,425618,3883.3135,434573,1039.4808,86352
143852,226096,3506.839,375255,1537.5919,126068
323371,304473,3898.4363,432141,1438.4277,131843
73275,69929,5248.5586,600417,875.55524,63927
109008,295709,4746.258,563050,1244.1742,105773
595934,37751,4748.657,535343,1065.8873,83793
221246,420839,4585.912,508170,1293.1437,115522
410117,179071,4676.702,531775,1576.9282,143691
296851,401111,5233.985,602138,1170.2897,99932
566684,532824,5325.675,618330,1788.8823,171629
423028,538648,4275.7964,448794,1225.0798,106068
15778,650728,5424.742,610785,1669.6271,156301
269935,560255,2989.6191,346590,1343.4163,120800
458708,636531,3689.6125,412529,2297.0796,224670
424393,87783,4675.5244,508040,1121.0952,91161
628092,587034,5528.1484,619166,1261.8794,106309
491846,7042,3493.259,408690,1342.6783,118692
579793,10449,5459.852,603367,1164.3387,97393
515511,312538,5793.1064,627593,2005.1089,172018
181739,90197,3390.1885,370157,1051.0317,88917
283730,407627,4680.7246,528015,1062.5511,86988
141698,447973,3881.499,443707,1569.5815,141753
187156,119765,4349.208,504586,1430.8899,121223
196263,421045,4376.8037,481070,1252.8943,103377
256585,168962,5457.5176,628759,1339.7688,115440
122939,61799,3275.8142,362582,1522.0417,137297
456651,219687,4669.2188,523404,960.4332,69912
193672,220695,4893.007,557217,1060.7963,82152
649129,449248,5638.409,582014,1083.638,88592
340904,39721,5005.182,583226,1139.7534,88460
161655,302995,5552.5625,633587,1869.1953,159606
91213,115364,3705.1868,404204,1264.9042,106124
253203,223889,3198.167,360600,1615.2379,151322
377692,469746,5394.1333,604565,1411.5691,128220
627444,359190,5526.7334,633786,1426.6399,126609
413427,248583,3481.039,423471,1828.4126,170318
628461,562494,5712.347,630151,1701.8218,146066
121470,192401,4061.7024,472645,1683.9077,161137
510092,437819,3899.259,470810,1349.6769,120929
183066,516749,5153.236,598566,1070.7622,83006
112429,424042,5291.377,622055,1785.2578,171517
216905,467665,3750.0002,455863,1252.406,104499
